sentence,label,concept,category,feature,id
a flea has tentacles.,0,flea,invertebrate,has tentacles,58120
a swimsuit has tentacles.,0,swimsuit,clothing,has tentacles,58121
a millipede has tentacles.,0,millipede,invertebrate,has tentacles,58122
a worm has tentacles.,0,worm,invertebrate,has tentacles,58123
a scallop has tentacles.,0,scallop,sea creature,has tentacles,58124
a centipede has tentacles.,0,centipede,invertebrate,has tentacles,58125
a fork has tentacles.,0,fork,kitchenware,has tentacles,58126
a spider has tentacles.,0,spider,invertebrate,has tentacles,58127
a snail has tentacles.,0,snail,invertebrate,has tentacles,58128
a beetle has tentacles.,0,beetle,invertebrate,has tentacles,58129
a woodpecker has tentacles.,0,woodpecker,bird,has tentacles,58130
a scorpion has tentacles.,0,scorpion,invertebrate,has tentacles,58131
a plow has tentacles.,0,plow,tool,has tentacles,58132
a jellyfish has a jelly like texture.,1,jellyfish,sea creature,has a jelly like texture,58133
a millipede has a jelly like texture.,0,millipede,invertebrate,has a jelly like texture,58134
a worm has a jelly like texture.,0,worm,invertebrate,has a jelly like texture,58135
a whale consumes planktons.,1,whale,sea creature,consumes planktons,58136
a mussel consumes planktons.,1,mussel,sea creature,consumes planktons,58137
a shrimp consumes planktons.,1,shrimp,sea creature,consumes planktons,58138
a jellyfish consumes planktons.,1,jellyfish,sea creature,consumes planktons,58139
a toad consumes planktons.,0,toad,animal,consumes planktons,58140
a millipede consumes planktons.,0,millipede,invertebrate,consumes planktons,58141
a worm consumes planktons.,0,worm,invertebrate,consumes planktons,58142
a lamb consumes planktons.,0,lamb,animal,consumes planktons,58143
a caterpillar consumes planktons.,0,caterpillar,invertebrate,consumes planktons,58144
a centipede consumes planktons.,0,centipede,invertebrate,consumes planktons,58145
a calf consumes planktons.,0,calf,animal,consumes planktons,58146
a spider consumes planktons.,0,spider,invertebrate,consumes planktons,58147
a jug can be made using pottery.,1,jug,container,can be made using pottery,58151
a barrel can be made using pottery.,0,barrel,container,can be made using pottery,58152
a bottle can be made using pottery.,0,bottle,container,can be made using pottery,58153
a jug has no lid.,1,jug,container,has no lid,58154
a barrel has no lid.,0,barrel,container,has no lid,58155
a bottle has no lid.,0,bottle,container,has no lid,58156
a jug can be made of pyrex.,1,jug,container,can be made of pyrex,58157
a barrel can be made of pyrex.,0,barrel,container,can be made of pyrex,58158
a bottle can be made of pyrex.,0,bottle,container,can be made of pyrex,58159
a kangaroo has a pouch.,1,kangaroo,animal,has a pouch,58160
a monkey has a pouch.,0,monkey,animal,has a pouch,58161
a bat has a pouch.,0,bat,animal,has a pouch,58162
a kangaroo is a marsupial.,1,kangaroo,animal,is a marsupial,58163
a monkey is a marsupial.,0,monkey,animal,is a marsupial,58164
a bat is a marsupial.,0,bat,animal,is a marsupial,58165
a kangaroo carries its young one in its pouch.,1,kangaroo,animal,carries its young one in its pouch,58166
a monkey carries its young one in its pouch.,0,monkey,animal,carries its young one in its pouch,58167
a bat carries its young one in its pouch.,0,bat,animal,carries its young one in its pouch,58168
a kangaroo gives birth to joeys.,1,kangaroo,animal,gives birth to joeys,58169
a monkey gives birth to joeys.,0,monkey,animal,gives birth to joeys,58170
a bat gives birth to joeys.,0,bat,animal,gives birth to joeys,58171
a kangaroo has strong legs.,1,kangaroo,animal,has strong legs,58172
a monkey has strong legs.,0,monkey,animal,has strong legs,58173
a bat has strong legs.,0,bat,animal,has strong legs,58174
a kangaroo can box.,1,kangaroo,animal,can box,58175
a monkey can box.,0,monkey,animal,can box,58176
a bat can box.,0,bat,animal,can box,58177
a kangaroo has short front limbs.,1,kangaroo,animal,has short front limbs,58178
a monkey has short front limbs.,0,monkey,animal,has short front limbs,58179
a bat has short front limbs.,0,bat,animal,has short front limbs,58180
a monkey has a tail for balance.,1,monkey,animal,has a tail for balance,58181
a kangaroo has a tail for balance.,1,kangaroo,animal,has a tail for balance,58182
a platypus has a tail for balance.,0,platypus,animal,has a tail for balance,58183
a bat has a tail for balance.,0,bat,animal,has a tail for balance,58184
a squirrel has a tail for balance.,0,squirrel,animal,has a tail for balance,58185
a rat has a tail for balance.,0,rat,animal,has a tail for balance,58186
a kayak has a double ended paddle.,1,kayak,water vehicle,has a double ended paddle,58187
a dinghy has a double ended paddle.,0,dinghy,water vehicle,has a double ended paddle,58188
a canoe has a double ended paddle.,0,canoe,water vehicle,has a double ended paddle,58189
a kayak is narrow in shape.,1,kayak,water vehicle,is narrow in shape,58190
a dinghy is narrow in shape.,0,dinghy,water vehicle,is narrow in shape,58191
a canoe is narrow in shape.,0,canoe,water vehicle,is narrow in shape,58192
a kayak can be used on rough waters.,1,kayak,water vehicle,can be used on rough waters,58193
a dinghy can be used on rough waters.,0,dinghy,water vehicle,can be used on rough waters,58194
a canoe can be used on rough waters.,0,canoe,water vehicle,can be used on rough waters,58195
ketchup can contain tomato.,1,ketchup,food,can contain tomato,58205
a soup can contain tomato.,1,soup,food,can contain tomato,58206
flour can contain tomato.,0,flour,food,can contain tomato,58207
butter can contain tomato.,0,butter,food,can contain tomato,58208
jelly can contain tomato.,0,jelly,food,can contain tomato,58209
rice can contain tomato.,0,rice,food,can contain tomato,58210
ketchup is a sauce.,1,ketchup,food,is a sauce,58211
mayonnaise is a sauce.,1,mayonnaise,food,is a sauce,58212
a gherkin is a sauce.,0,gherkin,food,is a sauce,58213
sugar is a sauce.,0,sugar,food,is a sauce,58214
a garlic is a sauce.,0,garlic,vegetable,is a sauce,58215
a parsley is a sauce.,0,parsley,vegetable,is a sauce,58216
ketchup can be packed in sachets.,1,ketchup,food,can be packed in sachets,58226
sugar can be packed in sachets.,1,sugar,food,can be packed in sachets,58227
a gherkin can be packed in sachets.,0,gherkin,food,can be packed in sachets,58228
a garlic can be packed in sachets.,0,garlic,vegetable,can be packed in sachets,58229
a parsley can be packed in sachets.,0,parsley,vegetable,can be packed in sachets,58230
mayonnaise can be packed in sachets.,0,mayonnaise,food,can be packed in sachets,58231
ketchup can be savory.,1,ketchup,food,can be savory,58232
a soup can be savory.,1,soup,food,can be savory,58233
a pie can be savory.,1,pie,food,can be savory,58234
a sandwich can be savory.,1,sandwich,food,can be savory,58235
a mushroom can be savory.,0,mushroom,vegetable,can be savory,58236
jelly can be savory.,0,jelly,food,can be savory,58237
flour can be savory.,0,flour,food,can be savory,58238
a cucumber can be savory.,0,cucumber,vegetable,can be savory,58239
butter can be savory.,0,butter,food,can be savory,58240
a cake can be savory.,0,cake,food,can be savory,58241
a leek can be savory.,0,leek,vegetable,can be savory,58242
chocolate can be savory.,0,chocolate,food,can be savory,58243
a kettle is used for boiling.,1,kettle,appliance,is used for boiling,58259
a rolling pin is used for boiling.,0,rolling_pin,kitchenware,is used for boiling,58260
a grater is used for boiling.,0,grater,kitchenware,is used for boiling,58261
a kettle can boil water.,1,kettle,appliance,can boil water,58262
a rolling pin can boil water.,0,rolling_pin,kitchenware,can boil water,58263
a grater can boil water.,0,grater,kitchenware,can boil water,58264
a kettle can be used to make tea.,1,kettle,appliance,can be used to make tea,58265
a strainer can be used to make tea.,1,strainer,kitchenware,can be used to make tea,58266
a rolling pin can be used to make tea.,0,rolling_pin,kitchenware,can be used to make tea,58267
a grater can be used to make tea.,0,grater,kitchenware,can be used to make tea,58268
a colander can be used to make tea.,0,colander,kitchenware,can be used to make tea,58269
a peeler can be used to make tea.,0,peeler,kitchenware,can be used to make tea,58270
a kettle can make a whistling noise.,1,kettle,appliance,can make a whistling noise,58271
a rolling pin can make a whistling noise.,0,rolling_pin,kitchenware,can make a whistling noise,58272
a grater can make a whistling noise.,0,grater,kitchenware,can make a whistling noise,58273
a kettle can produce steam.,1,kettle,appliance,can produce steam,58274
a rolling pin can produce steam.,0,rolling_pin,kitchenware,can produce steam,58275
a grater can produce steam.,0,grater,kitchenware,can produce steam,58276
a kettle is heated on the stove.,1,kettle,appliance,is heated on the stove,58277
a rolling pin is heated on the stove.,0,rolling_pin,kitchenware,is heated on the stove,58278
a grater is heated on the stove.,0,grater,kitchenware,is heated on the stove,58279
a lamp has a switch.,1,lamp,furniture,has a switch,58280
a kettle has a switch.,1,kettle,appliance,has a switch,58281
a television has a switch.,1,television,appliance,has a switch,58282
a toaster has a switch.,1,toaster,appliance,has a switch,58283
a raft has a switch.,0,raft,water vehicle,has a switch,58284
a kite has a switch.,0,kite,toy,has a switch,58285
a catapult has a switch.,0,catapult,weapon,has a switch,58286
a chest of drawers has a switch.,0,chest_of_drawers,furniture,has a switch,58287
a balloon has a switch.,0,balloon,toy,has a switch,58288
a bookcase has a switch.,0,bookcase,furniture,has a switch,58289
a doll has a switch.,0,doll,toy,has a switch,58290
a rattle has a switch.,0,rattle,toy,has a switch,58291
a kettle can be made of heat resistant material.,1,kettle,appliance,can be made of heat resistant material,58292
a mug can be made of heat resistant material.,1,mug,container,can be made of heat resistant material,58293
a rolling pin can be made of heat resistant material.,0,rolling_pin,kitchenware,can be made of heat resistant material,58294
a grater can be made of heat resistant material.,0,grater,kitchenware,can be made of heat resistant material,58295
a barrel can be made of heat resistant material.,0,barrel,container,can be made of heat resistant material,58296
a bucket can be made of heat resistant material.,0,bucket,container,can be made of heat resistant material,58297
a kingfisher has colorful feathers.,1,kingfisher,bird,has colorful feathers,58298
a hummingbird has colorful feathers.,0,hummingbird,bird,has colorful feathers,58299
an emu has colorful feathers.,0,emu,bird,has colorful feathers,58300
a kingfisher can have a orange belly.,1,kingfisher,bird,can have a orange belly,58304
a hummingbird can have a orange belly.,0,hummingbird,bird,can have a orange belly,58305
an emu can have a orange belly.,0,emu,bird,can have a orange belly,58306
a peacock has colourful feathers.,1,peacock,bird,has colourful feathers,58307
a kingfisher has colourful feathers.,1,kingfisher,bird,has colourful feathers,58308
a hummingbird has colourful feathers.,0,hummingbird,bird,has colourful feathers,58309
a sparrow has colourful feathers.,0,sparrow,bird,has colourful feathers,58310
an emu has colourful feathers.,0,emu,bird,has colourful feathers,58311
a swan has colourful feathers.,0,swan,bird,has colourful feathers,58312
a stove has a dial.,1,stove,appliance,has a dial,58313
an oven has a dial.,1,oven,appliance,has a dial,58314
a washing machine has a dial.,1,washing_machine,appliance,has a dial,58315
a radio has a dial.,1,radio,appliance,has a dial,58316
a microwave has a dial.,1,microwave,appliance,has a dial,58317
a toaster has a dial.,1,toaster,appliance,has a dial,58318
a raft has a dial.,0,raft,water vehicle,has a dial,58319
a kite has a dial.,0,kite,toy,has a dial,58320
a yoyo has a dial.,0,yoyo,toy,has a dial,58321
a catapult has a dial.,0,catapult,weapon,has a dial,58322
earmuffs has a dial.,0,earmuffs,clothing,has a dial,58323
a balloon has a dial.,0,balloon,toy,has a dial,58324
a box has a dial.,0,box,container,has a dial,58325
a bag has a dial.,0,bag,container,has a dial,58326
an armor has a dial.,0,armor,clothing,has a dial,58327
a doll has a dial.,0,doll,toy,has a dial,58328
a rattle has a dial.,0,rattle,toy,has a dial,58329
a puppet has a dial.,0,puppet,toy,has a dial,58330
a kite requires wind.,1,kite,toy,requires wind,58331
a catapult requires wind.,0,catapult,weapon,requires wind,58332
a balloon requires wind.,0,balloon,toy,requires wind,58333
a kite is diamond shape.,1,kite,toy,is diamond shape,58334
a catapult is diamond shape.,0,catapult,weapon,is diamond shape,58335
a balloon is diamond shape.,0,balloon,toy,is diamond shape,58336
a kiwi has green flesh.,1,kiwi,fruit,has green flesh,58343
an avocado has green flesh.,0,avocado,vegetable,has green flesh,58344
a date has green flesh.,0,date,fruit,has green flesh,58345
a kiwi has brown skin.,1,kiwi,fruit,has brown skin,58346
a potato has brown skin.,1,potato,vegetable,has brown skin,58347
a carrot has brown skin.,0,carrot,vegetable,has brown skin,58348
a sweet potato has brown skin.,0,sweet_potato,vegetable,has brown skin,58349
an avocado has brown skin.,0,avocado,vegetable,has brown skin,58350
a date has brown skin.,0,date,fruit,has brown skin,58351
a kiwi has small seeds.,1,kiwi,fruit,has small seeds,58352
a strawberry has small seeds.,1,strawberry,fruit,has small seeds,58353
an apple has small seeds.,0,apple,fruit,has small seeds,58354
an apricot has small seeds.,0,apricot,fruit,has small seeds,58355
an avocado has small seeds.,0,avocado,vegetable,has small seeds,58356
a date has small seeds.,0,date,fruit,has small seeds,58357
a kiwi is oval shaped.,1,kiwi,fruit,is oval shaped,58358
a mussel is oval shaped.,1,mussel,sea creature,is oval shaped,58359
a pineapple is oval shaped.,1,pineapple,fruit,is oval shaped,58360
a potato is oval shaped.,1,potato,vegetable,is oval shaped,58361
an apple is oval shaped.,0,apple,fruit,is oval shaped,58362
a sweet potato is oval shaped.,0,sweet_potato,vegetable,is oval shaped,58363
a scallop is oval shaped.,0,scallop,sea creature,is oval shaped,58364
an avocado is oval shaped.,0,avocado,vegetable,is oval shaped,58365
a date is oval shaped.,0,date,fruit,is oval shaped,58366
a clam is oval shaped.,0,clam,sea creature,is oval shaped,58367
a carrot is oval shaped.,0,carrot,vegetable,is oval shaped,58368
an apricot is oval shaped.,0,apricot,fruit,is oval shaped,58369
a kiwi is eaten with a spoon.,1,kiwi,fruit,is eaten with a spoon,58370
a soup is eaten with a spoon.,1,soup,food,is eaten with a spoon,58371
yoghurt is eaten with a spoon.,1,yoghurt,food,is eaten with a spoon,58372
flour is eaten with a spoon.,0,flour,food,is eaten with a spoon,58373
butter is eaten with a spoon.,0,butter,food,is eaten with a spoon,58374
an avocado is eaten with a spoon.,0,avocado,vegetable,is eaten with a spoon,58375
a date is eaten with a spoon.,0,date,fruit,is eaten with a spoon,58376
jelly is eaten with a spoon.,0,jelly,food,is eaten with a spoon,58377
rice is eaten with a spoon.,0,rice,food,is eaten with a spoon,58378
a wetsuit has leg holes.,1,wetsuit,clothing,has leg holes,58379
a leotard has leg holes.,1,leotard,clothing,has leg holes,58380
knickers has leg holes.,1,knickers,clothing,has leg holes,58381
a scarf has leg holes.,0,scarf,clothing,has leg holes,58382
a sweater has leg holes.,0,sweater,clothing,has leg holes,58383
a trouser has leg holes.,0,trouser,clothing,has leg holes,58384
a swimsuit has leg holes.,0,swimsuit,clothing,has leg holes,58385
a veil has leg holes.,0,veil,clothing,has leg holes,58386
a skirt has leg holes.,0,skirt,clothing,has leg holes,58387
knickers is worn under trousers.,1,knickers,clothing,is worn under trousers,58388
a bra is worn under trousers.,0,bra,clothing,is worn under trousers,58389
a veil is worn under trousers.,0,veil,clothing,is worn under trousers,58390
tights is worn under clothes.,1,tights,clothing,is worn under clothes,58391
knickers is worn under clothes.,1,knickers,clothing,is worn under clothes,58392
a helmet is worn under clothes.,0,helmet,clothing,is worn under clothes,58393
a scarf is worn under clothes.,0,scarf,clothing,is worn under clothes,58394
an apron is worn under clothes.,0,apron,clothing,is worn under clothes,58395
a gloves is worn under clothes.,0,gloves,clothing,is worn under clothes,58396
a knife is paired with forks.,1,knife,tool,is paired with forks,58397
a penknife is paired with forks.,0,penknife,tool,is paired with forks,58398
a scalpel is paired with forks.,0,scalpel,tool,is paired with forks,58399
a spatula is a type of spoon.,1,spatula,kitchenware,is a type of spoon,58400
a ladle is a type of spoon.,1,ladle,kitchenware,is a type of spoon,58401
a bin is a type of spoon.,0,bin,container,is a type of spoon,58402
a peeler is a type of spoon.,0,peeler,kitchenware,is a type of spoon,58403
a basket is a type of spoon.,0,basket,container,is a type of spoon,58404
a box is a type of spoon.,0,box,container,is a type of spoon,58405
a ladle is used to serve.,1,ladle,kitchenware,is used to serve,58406
a bucket is used to serve.,0,bucket,container,is used to serve,58407
a barrel is used to serve.,0,barrel,container,is used to serve,58408
a ladle is a big spoon.,1,ladle,kitchenware,is a big spoon,58409
a bucket is a big spoon.,0,bucket,container,is a big spoon,58410
a barrel is a big spoon.,0,barrel,container,is a big spoon,58411
a spoon has a round end.,1,spoon,kitchenware,has a round end,58418
a whisk has a round end.,1,whisk,kitchenware,has a round end,58419
a ladle has a round end.,1,ladle,kitchenware,has a round end,58420
a raft has a round end.,0,raft,water vehicle,has a round end,58421
a kite has a round end.,0,kite,toy,has a round end,58422
a doll has a round end.,0,doll,toy,has a round end,58423
a rattle has a round end.,0,rattle,toy,has a round end,58424
a catapult has a round end.,0,catapult,weapon,has a round end,58425
a balloon has a round end.,0,balloon,toy,has a round end,58426
a ladle is used to serve food.,1,ladle,kitchenware,is used to serve food,58427
a bucket is used to serve food.,0,bucket,container,is used to serve food,58428
a barrel is used to serve food.,0,barrel,container,is used to serve food,58429
a spatula is used to stir.,1,spatula,kitchenware,is used to stir,58433
a spoon is used to stir.,1,spoon,kitchenware,is used to stir,58434
a ladle is used to stir.,1,ladle,kitchenware,is used to stir,58435
a raft is used to stir.,0,raft,water vehicle,is used to stir,58436
a kite is used to stir.,0,kite,toy,is used to stir,58437
a doll is used to stir.,0,doll,toy,is used to stir,58438
a rattle is used to stir.,0,rattle,toy,is used to stir,58439
a catapult is used to stir.,0,catapult,weapon,is used to stir,58440
a balloon is used to stir.,0,balloon,toy,is used to stir,58441
a strainer is a cooking utensil.,1,strainer,kitchenware,is a cooking utensil,58442
a whisk is a cooking utensil.,1,whisk,kitchenware,is a cooking utensil,58443
a tray is a cooking utensil.,1,tray,kitchenware,is a cooking utensil,58444
a ladle is a cooking utensil.,1,ladle,kitchenware,is a cooking utensil,58445
a spatula is a cooking utensil.,1,spatula,kitchenware,is a cooking utensil,58446
a colander is a cooking utensil.,1,colander,kitchenware,is a cooking utensil,58447
a clamp is a cooking utensil.,0,clamp,tool,is a cooking utensil,58448
a ball is a cooking utensil.,0,ball,toy,is a cooking utensil,58449
a drill is a cooking utensil.,0,drill,tool,is a cooking utensil,58450
a basin is a cooking utensil.,0,basin,container,is a cooking utensil,58451
a basket is a cooking utensil.,0,basket,container,is a cooking utensil,58452
a box is a cooking utensil.,0,box,container,is a cooking utensil,58453
a bag is a cooking utensil.,0,bag,container,is a cooking utensil,58454
a rocket is a cooking utensil.,0,rocket,vehicle,is a cooking utensil,58455
a bomb is a cooking utensil.,0,bomb,weapon,is a cooking utensil,58456
a coach is a cooking utensil.,0,coach,vehicle,is a cooking utensil,58457
a bin is a cooking utensil.,0,bin,container,is a cooking utensil,58458
a peeler is a cooking utensil.,0,peeler,kitchenware,is a cooking utensil,58459
a ladybird eats aphids.,1,ladybird,invertebrate,eats aphids,58478
a beetle eats aphids.,0,beetle,invertebrate,eats aphids,58479
a flea eats aphids.,0,flea,invertebrate,eats aphids,58480
a ladybird is red and black in color.,1,ladybird,invertebrate,is red and black in color,58481
a beetle is red and black in color.,0,beetle,invertebrate,is red and black in color,58482
a flea is red and black in color.,0,flea,invertebrate,is red and black in color,58483
a ladybird is red with black spots.,1,ladybird,invertebrate,is red with black spots,58484
a beetle is red with black spots.,0,beetle,invertebrate,is red with black spots,58485
a flea is red with black spots.,0,flea,invertebrate,is red with black spots,58486
a ladybird is a beetle.,1,ladybird,invertebrate,is a beetle,58496
a beetle is a beetle.,0,beetle,invertebrate,is a beetle,58497
a flea is a beetle.,0,flea,invertebrate,is a beetle,58498
a lamb is a baby sheep.,1,lamb,animal,is a baby sheep,58499
a caterpillar is a baby sheep.,0,caterpillar,invertebrate,is a baby sheep,58500
a calf is a baby sheep.,0,calf,animal,is a baby sheep,58501
a sheep has a woolen coat.,1,sheep,animal,has a woolen coat,58502
a llama has a woolen coat.,1,llama,animal,has a woolen coat,58503
a lamb has a woolen coat.,1,lamb,animal,has a woolen coat,58504
a caterpillar has a woolen coat.,0,caterpillar,invertebrate,has a woolen coat,58505
a centipede has a woolen coat.,0,centipede,invertebrate,has a woolen coat,58506
a calf has a woolen coat.,0,calf,animal,has a woolen coat,58507
a jellyfish has a woolen coat.,0,jellyfish,sea creature,has a woolen coat,58508
a millipede has a woolen coat.,0,millipede,invertebrate,has a woolen coat,58509
a worm has a woolen coat.,0,worm,invertebrate,has a woolen coat,58510
a lamb prances.,1,lamb,animal,prances,58520
a caterpillar prances.,0,caterpillar,invertebrate,prances,58521
a calf prances.,0,calf,animal,prances,58522
a lamp has a bulb.,1,lamp,furniture,has a bulb,58523
a chest of drawers has a bulb.,0,chest_of_drawers,furniture,has a bulb,58524
a bookcase has a bulb.,0,bookcase,furniture,has a bulb,58525
a lamp can be found on desks.,1,lamp,furniture,can be found on desks,58529
a chest of drawers can be found on desks.,0,chest_of_drawers,furniture,can be found on desks,58530
a bookcase can be found on desks.,0,bookcase,furniture,can be found on desks,58531
an oven uses gas.,1,oven,appliance,uses gas,58532
a stove uses gas.,1,stove,appliance,uses gas,58533
a coffee maker uses gas.,0,coffee_maker,appliance,uses gas,58534
a washing machine uses gas.,0,washing_machine,appliance,uses gas,58535
a microwave uses gas.,0,microwave,appliance,uses gas,58536
a toaster uses gas.,0,toaster,appliance,uses gas,58537
a lamp can shine.,1,lamp,furniture,can shine,58538
a chest of drawers can shine.,0,chest_of_drawers,furniture,can shine,58539
a bookcase can shine.,0,bookcase,furniture,can shine,58540
a lamp is found on bedside tables.,1,lamp,furniture,is found on bedside tables,58544
a chest of drawers is found on bedside tables.,0,chest_of_drawers,furniture,is found on bedside tables,58545
a bookcase is found on bedside tables.,0,bookcase,furniture,is found on bedside tables,58546
a leek belongs to the onion family.,1,leek,vegetable,belongs to the onion family,58547
a cucumber belongs to the onion family.,0,cucumber,vegetable,belongs to the onion family,58548
a mushroom belongs to the onion family.,0,mushroom,vegetable,belongs to the onion family,58549
a leek is green and white in color.,1,leek,vegetable,is green and white in color,58550
a cucumber is green and white in color.,0,cucumber,vegetable,is green and white in color,58551
a mushroom is green and white in color.,0,mushroom,vegetable,is green and white in color,58552
a leg contains a knee.,1,leg,body part,contains a knee,58553
a finger contains a knee.,0,finger,body part,contains a knee,58554
an arm contains a knee.,0,arm,body part,contains a knee,58555
a leg contains a foot.,1,leg,body part,contains a foot,58556
a finger contains a foot.,0,finger,body part,contains a foot,58557
an arm contains a foot.,0,arm,body part,contains a foot,58558
a leg contains a thigh.,1,leg,body part,contains a thigh,58562
a finger contains a thigh.,0,finger,body part,contains a thigh,58563
an arm contains a thigh.,0,arm,body part,contains a thigh,58564
a leg contains a calf.,1,leg,body part,contains a calf,58565
a finger contains a calf.,0,finger,body part,contains a calf,58566
an arm contains a calf.,0,arm,body part,contains a calf,58567
a trouser is worn on the lower half of the body.,1,trouser,clothing,is worn on the lower half of the body,58568
a skirt is worn on the lower half of the body.,1,skirt,clothing,is worn on the lower half of the body,58569
a swimsuit is worn on the lower half of the body.,0,swimsuit,clothing,is worn on the lower half of the body,58570
a veil is worn on the lower half of the body.,0,veil,clothing,is worn on the lower half of the body,58571
a scarf is worn on the lower half of the body.,0,scarf,clothing,is worn on the lower half of the body,58572
a leotard is worn on the lower half of the body.,0,leotard,clothing,is worn on the lower half of the body,58573
a leg is made of connective tissue.,1,leg,body part,is made of connective tissue,58580
a finger is made of connective tissue.,0,finger,body part,is made of connective tissue,58581
an arm is made of connective tissue.,0,arm,body part,is made of connective tissue,58582
a leg is made of fibula.,1,leg,body part,is made of fibula,58583
a finger is made of fibula.,0,finger,body part,is made of fibula,58584
an arm is made of fibula.,0,arm,body part,is made of fibula,58585
an orange is zesty.,1,orange,fruit,is zesty,58586
a lemon is zesty.,1,lemon,fruit,is zesty,58587
a tangerine is zesty.,1,tangerine,fruit,is zesty,58588
a lime is zesty.,1,lime,fruit,is zesty,58589
a satsuma is zesty.,0,satsuma,fruit,is zesty,58590
a grapefruit is zesty.,0,grapefruit,fruit,is zesty,58591
a kiwi is zesty.,0,kiwi,fruit,is zesty,58592
a nectarine is zesty.,0,nectarine,fruit,is zesty,58593
a pear is zesty.,0,pear,fruit,is zesty,58594
an avocado is zesty.,0,avocado,vegetable,is zesty,58595
a mango is zesty.,0,mango,fruit,is zesty,58596
an apricot is zesty.,0,apricot,fruit,is zesty,58597
a satsuma contains juice.,1,satsuma,fruit,contains juice,58598
an orange contains juice.,1,orange,fruit,contains juice,58599
a tangerine contains juice.,1,tangerine,fruit,contains juice,58600
a lime contains juice.,1,lime,fruit,contains juice,58601
a lemon contains juice.,1,lemon,fruit,contains juice,58602
an apple contains juice.,0,apple,fruit,contains juice,58603
a grapefruit contains juice.,0,grapefruit,fruit,contains juice,58604
a melon contains juice.,0,melon,fruit,contains juice,58605
a pineapple contains juice.,0,pineapple,fruit,contains juice,58606
a pear contains juice.,0,pear,fruit,contains juice,58607
a kiwi contains juice.,0,kiwi,fruit,contains juice,58608
a nectarine contains juice.,0,nectarine,fruit,contains juice,58609
a date contains juice.,0,date,fruit,contains juice,58610
an apricot contains juice.,0,apricot,fruit,contains juice,58611
a grape contains juice.,0,grape,fruit,contains juice,58612
a lemon is used to make lemonade.,1,lemon,fruit,is used to make lemonade,58613
an orange is used to make lemonade.,0,orange,fruit,is used to make lemonade,58614
a lime is used to make lemonade.,0,lime,fruit,is used to make lemonade,58615
a satsuma can be squeezed.,1,satsuma,fruit,can be squeezed,58619
a grapefruit can be squeezed.,1,grapefruit,fruit,can be squeezed,58620
an orange can be squeezed.,1,orange,fruit,can be squeezed,58621
a lime can be squeezed.,1,lime,fruit,can be squeezed,58622
a lemon can be squeezed.,1,lemon,fruit,can be squeezed,58623
an apple can be squeezed.,0,apple,fruit,can be squeezed,58624
a melon can be squeezed.,0,melon,fruit,can be squeezed,58625
a pineapple can be squeezed.,0,pineapple,fruit,can be squeezed,58626
a pear can be squeezed.,0,pear,fruit,can be squeezed,58627
a kiwi can be squeezed.,0,kiwi,fruit,can be squeezed,58628
a nectarine can be squeezed.,0,nectarine,fruit,can be squeezed,58629
a tangerine can be squeezed.,0,tangerine,fruit,can be squeezed,58630
an avocado can be squeezed.,0,avocado,vegetable,can be squeezed,58631
a date can be squeezed.,0,date,fruit,can be squeezed,58632
a mango can be squeezed.,0,mango,fruit,can be squeezed,58633
lemonade is made with lemons.,1,lemonade,drink,is made with lemons,58634
cider is made with lemons.,0,cider,drink,is made with lemons,58635
tea is made with lemons.,0,tea,drink,is made with lemons,58636
lemonade can be carbonated.,1,lemonade,drink,can be carbonated,58637
cider can be carbonated.,0,cider,drink,can be carbonated,58638
tea can be carbonated.,0,tea,drink,can be carbonated,58639
lemonade has a lemony taste.,1,lemonade,drink,has a lemony taste,58643
cider has a lemony taste.,0,cider,drink,has a lemony taste,58644
tea has a lemony taste.,0,tea,drink,has a lemony taste,58645
lemonade is a soft drink.,1,lemonade,drink,is a soft drink,58649
cider is a soft drink.,0,cider,drink,is a soft drink,58650
tea is a soft drink.,0,tea,drink,is a soft drink,58651
lemonade can hydrate the body.,1,lemonade,drink,can hydrate the body,58652
cider can hydrate the body.,0,cider,drink,can hydrate the body,58653
tea can hydrate the body.,0,tea,drink,can hydrate the body,58654
lemonade can quench thirst.,1,lemonade,drink,can quench thirst,58655
cider can quench thirst.,0,cider,drink,can quench thirst,58656
tea can quench thirst.,0,tea,drink,can quench thirst,58657
a mouse has rounded ears.,1,mouse,animal,has rounded ears,58661
a leopard has rounded ears.,1,leopard,animal,has rounded ears,58662
a squirrel has rounded ears.,0,squirrel,animal,has rounded ears,58663
a bat has rounded ears.,0,bat,animal,has rounded ears,58664
a monkey has rounded ears.,0,monkey,animal,has rounded ears,58665
a rat has rounded ears.,0,rat,animal,has rounded ears,58666
a leotard is used in ballet.,1,leotard,clothing,is used in ballet,58685
a scarf is used in ballet.,0,scarf,clothing,is used in ballet,58686
a veil is used in ballet.,0,veil,clothing,is used in ballet,58687
a leotard is worn by gymnasts.,1,leotard,clothing,is worn by gymnasts,58688
a scarf is worn by gymnasts.,0,scarf,clothing,is worn by gymnasts,58689
a veil is worn by gymnasts.,0,veil,clothing,is worn by gymnasts,58690
a leotard can be worn for workouts.,1,leotard,clothing,can be worn for workouts,58691
a scarf can be worn for workouts.,0,scarf,clothing,can be worn for workouts,58692
a veil can be worn for workouts.,0,veil,clothing,can be worn for workouts,58693
a leotard is made of stretchy material.,1,leotard,clothing,is made of stretchy material,58694
