sentence,label,concept,category,feature,id
an oil tanker carries lifeboats.,0,oil_tanker,water vehicle,carries lifeboats,75306
a barge carries lifeboats.,0,barge,water vehicle,carries lifeboats,75307
a yacht carries lifeboats.,0,yacht,water vehicle,carries lifeboats,75308
a ferry can have cabins.,1,ferry,water vehicle,can have cabins,75309
a yacht can have cabins.,1,yacht,water vehicle,can have cabins,75310
a ship can have cabins.,1,ship,water vehicle,can have cabins,75311
a houseboat can have cabins.,1,houseboat,water vehicle,can have cabins,75312
a tugboat can have cabins.,0,tugboat,water vehicle,can have cabins,75313
an airplane can have cabins.,0,airplane,vehicle,can have cabins,75314
an ashtray can have cabins.,0,ashtray,container,can have cabins,75315
a helicopter can have cabins.,0,helicopter,vehicle,can have cabins,75316
a submarine can have cabins.,0,submarine,water vehicle,can have cabins,75317
a boat can have cabins.,0,boat,water vehicle,can have cabins,75318
an oil tanker can have cabins.,0,oil_tanker,water vehicle,can have cabins,75319
a barge can have cabins.,0,barge,water vehicle,can have cabins,75320
a dinghy can have cabins.,0,dinghy,water vehicle,can have cabins,75321
a kayak can have cabins.,0,kayak,water vehicle,can have cabins,75322
a speedboat can have cabins.,0,speedboat,water vehicle,can have cabins,75323
a canoe can have cabins.,0,canoe,water vehicle,can have cabins,75324
a foot has nails.,1,foot,body part,has nails,75325
a thumb has nails.,1,thumb,body part,has nails,75326
a finger has nails.,1,finger,body part,has nails,75327
a toe has nails.,1,toe,body part,has nails,75328
a kite has nails.,0,kite,toy,has nails,75329
a leg has nails.,0,leg,body part,has nails,75330
an eye has nails.,0,eye,body part,has nails,75331
a nose has nails.,0,nose,body part,has nails,75332
flour has nails.,0,flour,food,has nails,75333
an ear has nails.,0,ear,body part,has nails,75334
a tongue has nails.,0,tongue,body part,has nails,75335
chocolate has nails.,0,chocolate,food,has nails,75336
a heart has nails.,0,heart,body part,has nails,75337
lips has nails.,0,lips,body part,has nails,75338
a bone has nails.,0,bone,body part,has nails,75339
an arm has nails.,0,arm,body part,has nails,75340
a thumb is part of the hand.,1,thumb,body part,is part of the hand,75341
a finger is part of the hand.,1,finger,body part,is part of the hand,75342
a foot is part of the hand.,0,foot,body part,is part of the hand,75343
an ear is part of the hand.,0,ear,body part,is part of the hand,75344
a leg is part of the hand.,0,leg,body part,is part of the hand,75345
a heart is part of the hand.,0,heart,body part,is part of the hand,75346
a toe is part of the hand.,0,toe,body part,is part of the hand,75347
an arm is part of the hand.,0,arm,body part,is part of the hand,75348
a thumb has knuckles.,1,thumb,body part,has knuckles,75349
a finger has knuckles.,1,finger,body part,has knuckles,75350
a toe has knuckles.,1,toe,body part,has knuckles,75351
a foot has knuckles.,0,foot,body part,has knuckles,75352
a leg has knuckles.,0,leg,body part,has knuckles,75353
an eye has knuckles.,0,eye,body part,has knuckles,75354
a nose has knuckles.,0,nose,body part,has knuckles,75355
an ear has knuckles.,0,ear,body part,has knuckles,75356
a heart has knuckles.,0,heart,body part,has knuckles,75357
lips has knuckles.,0,lips,body part,has knuckles,75358
a bone has knuckles.,0,bone,body part,has knuckles,75359
an arm has knuckles.,0,arm,body part,has knuckles,75360
a thumb can press.,1,thumb,body part,can press,75361
a finger can press.,1,finger,body part,can press,75362
a foot can press.,0,foot,body part,can press,75363
an ear can press.,0,ear,body part,can press,75364
a leg can press.,0,leg,body part,can press,75365
a heart can press.,0,heart,body part,can press,75366
a toe can press.,0,toe,body part,can press,75367
an arm can press.,0,arm,body part,can press,75368
a thumb has a fingerprint.,1,thumb,body part,has a fingerprint,75369
a finger has a fingerprint.,1,finger,body part,has a fingerprint,75370
a foot has a fingerprint.,0,foot,body part,has a fingerprint,75371
an ear has a fingerprint.,0,ear,body part,has a fingerprint,75372
a leg has a fingerprint.,0,leg,body part,has a fingerprint,75373
a heart has a fingerprint.,0,heart,body part,has a fingerprint,75374
a toe has a fingerprint.,0,toe,body part,has a fingerprint,75375
an arm has a fingerprint.,0,arm,body part,has a fingerprint,75376
a thumb can be used to denote numbers.,1,thumb,body part,can be used to denote numbers,75377
a finger can be used to denote numbers.,1,finger,body part,can be used to denote numbers,75378
a toe can be used to denote numbers.,1,toe,body part,can be used to denote numbers,75379
a foot can be used to denote numbers.,0,foot,body part,can be used to denote numbers,75380
a leg can be used to denote numbers.,0,leg,body part,can be used to denote numbers,75381
an eye can be used to denote numbers.,0,eye,body part,can be used to denote numbers,75382
a nose can be used to denote numbers.,0,nose,body part,can be used to denote numbers,75383
an ear can be used to denote numbers.,0,ear,body part,can be used to denote numbers,75384
a heart can be used to denote numbers.,0,heart,body part,can be used to denote numbers,75385
lips can be used to denote numbers.,0,lips,body part,can be used to denote numbers,75386
a bone can be used to denote numbers.,0,bone,body part,can be used to denote numbers,75387
an arm can be used to denote numbers.,0,arm,body part,can be used to denote numbers,75388
a finger can be dextrous.,1,finger,body part,can be dextrous,75401
a thumb can be dextrous.,0,thumb,body part,can be dextrous,75402
a leg can be dextrous.,0,leg,body part,can be dextrous,75403
a toe can be dextrous.,0,toe,body part,can be dextrous,75404
a finger can be used to type.,1,finger,body part,can be used to type,75409
a thumb can be used to type.,0,thumb,body part,can be used to type,75410
a leg can be used to type.,0,leg,body part,can be used to type,75411
a toe can be used to type.,0,toe,body part,can be used to type,75412
a typewriter is used for typing.,1,typewriter,appliance,is used for typing,75413
a peeler is used for typing.,0,peeler,kitchenware,is used for typing,75414
a chainsaw is used for typing.,0,chainsaw,tool,is used for typing,75415
a mirror is used for typing.,0,mirror,furniture,is used for typing,75416
a finger can contain a ring.,1,finger,body part,can contain a ring,75417
a thumb can contain a ring.,0,thumb,body part,can contain a ring,75418
a leg can contain a ring.,0,leg,body part,can contain a ring,75419
a toe can contain a ring.,0,toe,body part,can contain a ring,75420
a pine tree is evergreen.,1,pine,tree,is evergreen,75429
a fir tree is evergreen.,1,fir,tree,is evergreen,75430
a chestnut tree is evergreen.,0,chestnut,tree,is evergreen,75431
a willow tree is evergreen.,0,willow,tree,is evergreen,75432
a birch tree is evergreen.,0,birch,tree,is evergreen,75433
an oak tree is evergreen.,0,oak,tree,is evergreen,75434
an elm tree is evergreen.,0,elm,tree,is evergreen,75435
a sycamore tree is evergreen.,0,sycamore,tree,is evergreen,75436
a pine tree has cones.,1,pine,tree,has cones,75437
a fir tree has cones.,1,fir,tree,has cones,75438
a chestnut tree has cones.,0,chestnut,tree,has cones,75439
a willow tree has cones.,0,willow,tree,has cones,75440
a birch tree has cones.,0,birch,tree,has cones,75441
an oak tree has cones.,0,oak,tree,has cones,75442
an elm tree has cones.,0,elm,tree,has cones,75443
a sycamore tree has cones.,0,sycamore,tree,has cones,75444
a pine tree is coniferous.,1,pine,tree,is coniferous,75445
a fir tree is coniferous.,1,fir,tree,is coniferous,75446
a chestnut tree is coniferous.,0,chestnut,tree,is coniferous,75447
a willow tree is coniferous.,0,willow,tree,is coniferous,75448
a birch tree is coniferous.,0,birch,tree,is coniferous,75449
an oak tree is coniferous.,0,oak,tree,is coniferous,75450
an elm tree is coniferous.,0,elm,tree,is coniferous,75451
a sycamore tree is coniferous.,0,sycamore,tree,is coniferous,75452
a pine tree is dark green.,1,pine,tree,is dark green,75457
a fir tree is dark green.,1,fir,tree,is dark green,75458
a chestnut tree is dark green.,0,chestnut,tree,is dark green,75459
a willow tree is dark green.,0,willow,tree,is dark green,75460
a birch tree is dark green.,0,birch,tree,is dark green,75461
an oak tree is dark green.,0,oak,tree,is dark green,75462
an elm tree is dark green.,0,elm,tree,is dark green,75463
a sycamore tree is dark green.,0,sycamore,tree,is dark green,75464
a fir tree is a source of wood.,1,fir,tree,is a source of wood,75465
a chestnut tree is a source of wood.,0,chestnut,tree,is a source of wood,75466
a pine tree is a source of wood.,0,pine,tree,is a source of wood,75467
an elm tree is a source of wood.,0,elm,tree,is a source of wood,75468
a willow tree has small leaves.,1,willow,tree,has small leaves,75469
a parsley has small leaves.,1,parsley,vegetable,has small leaves,75470
a fir tree has small leaves.,1,fir,tree,has small leaves,75471
ketchup has small leaves.,0,ketchup,food,has small leaves,75472
a garlic has small leaves.,0,garlic,vegetable,has small leaves,75473
a chestnut tree has small leaves.,0,chestnut,tree,has small leaves,75474
a birch tree has small leaves.,0,birch,tree,has small leaves,75475
an oak tree has small leaves.,0,oak,tree,has small leaves,75476
an elm tree has small leaves.,0,elm,tree,has small leaves,75477
a eucalyptus tree has small leaves.,0,eucalyptus,tree,has small leaves,75478
sugar has small leaves.,0,sugar,food,has small leaves,75479
a sycamore tree has small leaves.,0,sycamore,tree,has small leaves,75480
a fir tree is found on mountains.,1,fir,tree,is found on mountains,75481
a chestnut tree is found on mountains.,0,chestnut,tree,is found on mountains,75482
a pine tree is found on mountains.,0,pine,tree,is found on mountains,75483
an elm tree is found on mountains.,0,elm,tree,is found on mountains,75484
a flamingo can stand on one leg.,1,flamingo,bird,can stand on one leg,75485
a heron can stand on one leg.,0,heron,bird,can stand on one leg,75486
a swan can stand on one leg.,0,swan,bird,can stand on one leg,75487
a crane can stand on one leg.,0,crane,bird,can stand on one leg,75488
a pelican is found in flocks.,1,pelican,bird,is found in flocks,75489
a flamingo is found in flocks.,1,flamingo,bird,is found in flocks,75490
a sheep is found in flocks.,1,sheep,animal,is found in flocks,75491
a starling is found in flocks.,1,starling,bird,is found in flocks,75492
a goose is found in flocks.,1,goose,bird,is found in flocks,75493
a sparrow is found in flocks.,1,sparrow,bird,is found in flocks,75494
a hummingbird is found in flocks.,0,hummingbird,bird,is found in flocks,75495
a parakeet is found in flocks.,0,parakeet,bird,is found in flocks,75496
a kingfisher is found in flocks.,0,kingfisher,bird,is found in flocks,75497
a hawk is found in flocks.,0,hawk,bird,is found in flocks,75498
a buzzard is found in flocks.,0,buzzard,bird,is found in flocks,75499
a goat is found in flocks.,0,goat,animal,is found in flocks,75500
a wren is found in flocks.,0,wren,bird,is found in flocks,75501
an emu is found in flocks.,0,emu,bird,is found in flocks,75502
a buffalo is found in flocks.,0,buffalo,animal,is found in flocks,75503
an owl is found in flocks.,0,owl,bird,is found in flocks,75504
an ostrich is found in flocks.,0,ostrich,bird,is found in flocks,75505
a giraffe is found in flocks.,0,giraffe,animal,is found in flocks,75506
a pigeon is found in flocks.,0,pigeon,bird,is found in flocks,75507
a swan is found in flocks.,0,swan,bird,is found in flocks,75508
a turkey is found in flocks.,0,turkey,bird,is found in flocks,75509
a woodpecker is found in flocks.,0,woodpecker,bird,is found in flocks,75510
a falcon is found in flocks.,0,falcon,bird,is found in flocks,75511
an eagle is found in flocks.,0,eagle,bird,is found in flocks,75512
a flamingo eats algae.,1,flamingo,bird,eats algae,75525
a heron eats algae.,0,heron,bird,eats algae,75526
a swan eats algae.,0,swan,bird,eats algae,75527
a crane eats algae.,0,crane,bird,eats algae,75528
a flea can infect animals.,1,flea,invertebrate,can infect animals,75549
a bee can infect animals.,0,bee,invertebrate,can infect animals,75550
a beetle can infect animals.,0,beetle,invertebrate,can infect animals,75551
a termite can infect animals.,0,termite,invertebrate,can infect animals,75552
a flea can reproduce quickly.,1,flea,invertebrate,can reproduce quickly,75561
a bee can reproduce quickly.,0,bee,invertebrate,can reproduce quickly,75562
a beetle can reproduce quickly.,0,beetle,invertebrate,can reproduce quickly,75563
a termite can reproduce quickly.,0,termite,invertebrate,can reproduce quickly,75564
a flea can infect pets.,1,flea,invertebrate,can infect pets,75565
a bee can infect pets.,0,bee,invertebrate,can infect pets,75566
a beetle can infect pets.,0,beetle,invertebrate,can infect pets,75567
a termite can infect pets.,0,termite,invertebrate,can infect pets,75568
a goldfish lives under water.,1,goldfish,fish,lives under water,75573
a flounder lives under water.,1,flounder,fish,lives under water,75574
a herring lives under water.,0,herring,fish,lives under water,75575
a salmon lives under water.,0,salmon,fish,lives under water,75576
a cod lives under water.,0,cod,fish,lives under water,75577
a trout lives under water.,0,trout,fish,lives under water,75578
an eel lives under water.,0,eel,fish,lives under water,75579
a seahorse lives under water.,0,seahorse,fish,lives under water,75580
flour has powdery texture.,1,flour,food,has powdery texture,75581
yoghurt has powdery texture.,0,yoghurt,food,has powdery texture,75582
butter has powdery texture.,0,butter,food,has powdery texture,75583
rice has powdery texture.,0,rice,food,has powdery texture,75584
flour can be used to make bread.,1,flour,food,can be used to make bread,75585
yoghurt can be used to make bread.,0,yoghurt,food,can be used to make bread,75586
butter can be used to make bread.,0,butter,food,can be used to make bread,75587
rice can be used to make bread.,0,rice,food,can be used to make bread,75588
flour comes from grains.,1,flour,food,comes from grains,75589
whiskey comes from grains.,1,whiskey,drink,comes from grains,75590
butter comes from grains.,0,butter,food,comes from grains,75591
wine comes from grains.,0,wine,drink,comes from grains,75592
brandy comes from grains.,0,brandy,drink,comes from grains,75593
yoghurt comes from grains.,0,yoghurt,food,comes from grains,75594
rice comes from grains.,0,rice,food,comes from grains,75595
gin comes from grains.,0,gin,drink,comes from grains,75596
a pea is sold in bags.,1,pea,vegetable,is sold in bags,75597
a sultana is sold in bags.,1,sultana,food,is sold in bags,75598
a goldfish is sold in bags.,1,goldfish,fish,is sold in bags,75599
flour is sold in bags.,1,flour,food,is sold in bags,75600
sugar is sold in bags.,1,sugar,food,is sold in bags,75601
a raft is sold in bags.,0,raft,water vehicle,is sold in bags,75602
a kite is sold in bags.,0,kite,toy,is sold in bags,75603
a minnow is sold in bags.,0,minnow,fish,is sold in bags,75604
a mushroom is sold in bags.,0,mushroom,vegetable,is sold in bags,75605
a carp is sold in bags.,0,carp,fish,is sold in bags,75606
a yoyo is sold in bags.,0,yoyo,toy,is sold in bags,75607
a catapult is sold in bags.,0,catapult,weapon,is sold in bags,75608
earmuffs is sold in bags.,0,earmuffs,clothing,is sold in bags,75609
a cucumber is sold in bags.,0,cucumber,vegetable,is sold in bags,75610
an eel is sold in bags.,0,eel,fish,is sold in bags,75611
a cake is sold in bags.,0,cake,food,is sold in bags,75612
chocolate is sold in bags.,0,chocolate,food,is sold in bags,75613
a bean is sold in bags.,0,bean,vegetable,is sold in bags,75614
a doll is sold in bags.,0,doll,toy,is sold in bags,75615
a rattle is sold in bags.,0,rattle,toy,is sold in bags,75616
flour is fine-grained.,1,flour,food,is fine-grained,75617
yoghurt is fine-grained.,0,yoghurt,food,is fine-grained,75618
butter is fine-grained.,0,butter,food,is fine-grained,75619
rice is fine-grained.,0,rice,food,is fine-grained,75620
flour is plain in appearance.,1,flour,food,is plain in appearance,75625
rice is plain in appearance.,1,rice,food,is plain in appearance,75626
bread is plain in appearance.,0,bread,food,is plain in appearance,75627
butter is plain in appearance.,0,butter,food,is plain in appearance,75628
cheese is plain in appearance.,0,cheese,food,is plain in appearance,75629
a corn is plain in appearance.,0,corn,vegetable,is plain in appearance,75630
a garlic is plain in appearance.,0,garlic,vegetable,is plain in appearance,75631
yoghurt is plain in appearance.,0,yoghurt,food,is plain in appearance,75632
flour is dusty.,1,flour,food,is dusty,75641
yoghurt is dusty.,0,yoghurt,food,is dusty,75642
butter is dusty.,0,butter,food,is dusty,75643
rice is dusty.,0,rice,food,is dusty,75644
flour is made of ground grain.,1,flour,food,is made of ground grain,75645
yoghurt is made of ground grain.,0,yoghurt,food,is made of ground grain,75646
butter is made of ground grain.,0,butter,food,is made of ground grain,75647
rice is made of ground grain.,0,rice,food,is made of ground grain,75648
flour can thicken.,1,flour,food,can thicken,75649
yoghurt can thicken.,0,yoghurt,food,can thicken,75650
butter can thicken.,0,butter,food,can thicken,75651
rice can thicken.,0,rice,food,can thicken,75652
flour requires sieving.,1,flour,food,requires sieving,75661
yoghurt requires sieving.,0,yoghurt,food,requires sieving,75662
butter requires sieving.,0,butter,food,requires sieving,75663
rice requires sieving.,0,rice,food,requires sieving,75664
flour can be made from corn.,1,flour,food,can be made from corn,75665
yoghurt can be made from corn.,0,yoghurt,food,can be made from corn,75666
butter can be made from corn.,0,butter,food,can be made from corn,75667
rice can be made from corn.,0,rice,food,can be made from corn,75668
flour contains gluten.,1,flour,food,contains gluten,75669
yoghurt contains gluten.,0,yoghurt,food,contains gluten,75670
butter contains gluten.,0,butter,food,contains gluten,75671
rice contains gluten.,0,rice,food,contains gluten,75672
flour can be made from wheat.,1,flour,food,can be made from wheat,75673
yoghurt can be made from wheat.,0,yoghurt,food,can be made from wheat,75674
butter can be made from wheat.,0,butter,food,can be made from wheat,75675
rice can be made from wheat.,0,rice,food,can be made from wheat,75676
a spoon is silver in color.,1,spoon,kitchenware,is silver in color,75677
a scalpel is silver in color.,1,scalpel,tool,is silver in color,75678
a fork is silver in color.,1,fork,kitchenware,is silver in color,75679
a flute is silver in color.,1,flute,music,is silver in color,75680
a raft is silver in color.,0,raft,water vehicle,is silver in color,75681
a kite is silver in color.,0,kite,toy,is silver in color,75682
a harmonica is silver in color.,0,harmonica,music,is silver in color,75683
a saxophone is silver in color.,0,saxophone,music,is silver in color,75684
a plate is silver in color.,0,plate,kitchenware,is silver in color,75685
a catapult is silver in color.,0,catapult,weapon,is silver in color,75686
a clarinet is silver in color.,0,clarinet,music,is silver in color,75687
a penknife is silver in color.,0,penknife,tool,is silver in color,75688
a balloon is silver in color.,0,balloon,toy,is silver in color,75689
a chisel is silver in color.,0,chisel,tool,is silver in color,75690
a cup is silver in color.,0,cup,container,is silver in color,75691
a knife is silver in color.,0,knife,tool,is silver in color,75692
a flute is held sideways.,1,flute,music,is held sideways,75697
a harmonica is held sideways.,0,harmonica,music,is held sideways,75698
a saxophone is held sideways.,0,saxophone,music,is held sideways,75699
a clarinet is held sideways.,0,clarinet,music,is held sideways,75700
a flute has valves.,1,flute,music,has valves,75713
a trumpet has valves.,1,trumpet,music,has valves,75714
a tuba has valves.,1,tuba,music,has valves,75715
a french horn has valves.,1,french_horn,music,has valves,75716
a trombone has valves.,1,trombone,music,has valves,75717
a heart has valves.,1,heart,body part,has valves,75718
a cymbal has valves.,0,cymbal,music,has valves,75719
a banjo has valves.,0,banjo,music,has valves,75720
castanets has valves.,0,castanets,music,has valves,75721
a drum has valves.,0,drum,music,has valves,75722
a harmonica has valves.,0,harmonica,music,has valves,75723
a bagpipe has valves.,0,bagpipe,music,has valves,75724
a saxophone has valves.,0,saxophone,music,has valves,75725
a violin has valves.,0,violin,music,has valves,75726
a clarinet has valves.,0,clarinet,music,has valves,75727
a piano has valves.,0,piano,music,has valves,75728
an ear has valves.,0,ear,body part,has valves,75729
lips has valves.,0,lips,body part,has valves,75730
a tambourine has valves.,0,tambourine,music,has valves,75731
a guitar has valves.,0,guitar,music,has valves,75732
an eye has valves.,0,eye,body part,has valves,75733
a gong has valves.,0,gong,music,has valves,75734
an organ has valves.,0,organ,music,has valves,75735
an accordion has valves.,0,accordion,music,has valves,75736
a foot has a heel.,1,foot,body part,has a heel,75761
a finger has a heel.,0,finger,body part,has a heel,75762
a leg has a heel.,0,leg,body part,has a heel,75763
a toe has a heel.,0,toe,body part,has a heel,75764
a foot has an ankle.,1,foot,body part,has an ankle,75765
a leg has an ankle.,1,leg,body part,has an ankle,75766
a thumb has an ankle.,0,thumb,body part,has an ankle,75767
an ear has an ankle.,0,ear,body part,has an ankle,75768
a heart has an ankle.,0,heart,body part,has an ankle,75769
a finger has an ankle.,0,finger,body part,has an ankle,75770
a toe has an ankle.,0,toe,body part,has an ankle,75771
an arm has an ankle.,0,arm,body part,has an ankle,75772
a foot can support the body.,1,foot,body part,can support the body,75777
a leg can support the body.,1,leg,body part,can support the body,75778
a thumb can support the body.,0,thumb,body part,can support the body,75779
an ear can support the body.,0,ear,body part,can support the body,75780
a heart can support the body.,0,heart,body part,can support the body,75781
a finger can support the body.,0,finger,body part,can support the body,75782
a toe can support the body.,0,toe,body part,can support the body,75783
an arm can support the body.,0,arm,body part,can support the body,75784
a foot has a sole.,1,foot,body part,has a sole,75877
a finger has a sole.,0,finger,body part,has a sole,75878
a leg has a sole.,0,leg,body part,has a sole,75879
a toe has a sole.,0,toe,body part,has a sole,75880
a foot can go into a sock.,1,foot,body part,can go into a sock,75881
a finger can go into a sock.,0,finger,body part,can go into a sock,75882
a leg can go into a sock.,0,leg,body part,can go into a sock,75883
a toe can go into a sock.,0,toe,body part,can go into a sock,75884
a foot is used during running.,1,foot,body part,is used during running,75885
a finger is used during running.,0,finger,body part,is used during running,75886
a leg is used during running.,0,leg,body part,is used during running,75887
a toe is used during running.,0,toe,body part,is used during running,75888
a ball is a ball.,1,ball,toy,is a ball,75901
a marble is a ball.,1,marble,toy,is a ball,75902
a football is a ball.,1,football,toy,is a ball,75903
a camera is a ball.,0,camera,appliance,is a ball,75904
a basket is a ball.,0,basket,container,is a ball,75905
a box is a ball.,0,box,container,is a ball,75906
a bag is a ball.,0,bag,container,is a ball,75907
a rollerskate is a ball.,0,rollerskate,toy,is a ball,75908
a bin is a ball.,0,bin,container,is a ball,75909
a peeler is a ball.,0,peeler,kitchenware,is a ball,75910
a radio is a ball.,0,radio,appliance,is a ball,75911
a television is a ball.,0,television,appliance,is a ball,75912
a football is kicked into a goal.,1,football,toy,is kicked into a goal,75913
a ball is kicked into a goal.,0,ball,toy,is kicked into a goal,75914
a rollerskate is kicked into a goal.,0,rollerskate,toy,is kicked into a goal,75915
a marble is kicked into a goal.,0,marble,toy,is kicked into a goal,75916
a football has geometric patterns.,1,football,toy,has geometric patterns,75925
a ball has geometric patterns.,0,ball,toy,has geometric patterns,75926
a rollerskate has geometric patterns.,0,rollerskate,toy,has geometric patterns,75927
a marble has geometric patterns.,0,marble,toy,has geometric patterns,75928
a football has pentagons.,1,football,toy,has pentagons,75929
a ball has pentagons.,0,ball,toy,has pentagons,75930
a rollerskate has pentagons.,0,rollerskate,toy,has pentagons,75931
a marble has pentagons.,0,marble,toy,has pentagons,75932
a football can be pumped.,1,football,toy,can be pumped,75957
a ball can be pumped.,0,ball,toy,can be pumped,75958
a rollerskate can be pumped.,0,rollerskate,toy,can be pumped,75959
a marble can be pumped.,0,marble,toy,can be pumped,75960
a football is made of animal hide.,1,football,toy,is made of animal hide,75961
a ball is made of animal hide.,0,ball,toy,is made of animal hide,75962
a rollerskate is made of animal hide.,0,rollerskate,toy,is made of animal hide,75963
a marble is made of animal hide.,0,marble,toy,is made of animal hide,75964
a tweezer has prongs.,1,tweezer,tool,has prongs,75965
a fork has prongs.,1,fork,kitchenware,has prongs,75966
a whisk has prongs.,1,whisk,kitchenware,has prongs,75967
a rake has prongs.,1,rake,tool,has prongs,75968
a hammer has prongs.,0,hammer,tool,has prongs,75969
a raft has prongs.,0,raft,water vehicle,has prongs,75970
a kite has prongs.,0,kite,toy,has prongs,75971
a drill has prongs.,0,drill,tool,has prongs,75972
a trowel has prongs.,0,trowel,tool,has prongs,75973
a catapult has prongs.,0,catapult,weapon,has prongs,75974
a balloon has prongs.,0,balloon,toy,has prongs,75975
a hoe has prongs.,0,hoe,tool,has prongs,75976
a spatula has prongs.,0,spatula,kitchenware,has prongs,75977
a doll has prongs.,0,doll,toy,has prongs,75978
a rattle has prongs.,0,rattle,toy,has prongs,75979
a plow has prongs.,0,plow,tool,has prongs,75980
a spoon is cutlery.,1,spoon,kitchenware,is cutlery,75981
a knife is cutlery.,1,knife,tool,is cutlery,75982
a fork is cutlery.,1,fork,kitchenware,is cutlery,75983
a raft is cutlery.,0,raft,water vehicle,is cutlery,75984
a kite is cutlery.,0,kite,toy,is cutlery,75985
a scalpel is cutlery.,0,scalpel,tool,is cutlery,75986
a plate is cutlery.,0,plate,kitchenware,is cutlery,75987
a penknife is cutlery.,0,penknife,tool,is cutlery,75988
a catapult is cutlery.,0,catapult,weapon,is cutlery,75989
a balloon is cutlery.,0,balloon,toy,is cutlery,75990
a chisel is cutlery.,0,chisel,tool,is cutlery,75991
a cup is cutlery.,0,cup,container,is cutlery,75992
a spoon can pick up food.,1,spoon,kitchenware,can pick up food,75993
a fork can pick up food.,1,fork,kitchenware,can pick up food,75994
a raft can pick up food.,0,raft,water vehicle,can pick up food,75995
a kite can pick up food.,0,kite,toy,can pick up food,75996
a cup can pick up food.,0,cup,container,can pick up food,75997
a plate can pick up food.,0,plate,kitchenware,can pick up food,75998
a catapult can pick up food.,0,catapult,weapon,can pick up food,75999
a balloon can pick up food.,0,balloon,toy,can pick up food,76000
a fork is paired with knives.,1,fork,kitchenware,is paired with knives,76001
a cup is paired with knives.,0,cup,container,is paired with knives,76002
a plate is paired with knives.,0,plate,kitchenware,is paired with knives,76003
a spoon is paired with knives.,0,spoon,kitchenware,is paired with knives,76004
pliers is a garden tool.,1,pliers,tool,is a garden tool,76005
a trowel is a garden tool.,1,trowel,tool,is a garden tool,76006
a shovel is a garden tool.,1,shovel,tool,is a garden tool,76007
a wheelbarrow is a garden tool.,1,wheelbarrow,vehicle,is a garden tool,76008
a rake is a garden tool.,1,rake,tool,is a garden tool,76009
a hoe is a garden tool.,1,hoe,tool,is a garden tool,76010
a scythe is a garden tool.,1,scythe,tool,is a garden tool,76011
a fork is a garden tool.,1,fork,kitchenware,is a garden tool,76012
a spade is a garden tool.,1,spade,tool,is a garden tool,76013
a hose is a garden tool.,1,hose,tool,is a garden tool,76014
a raft is a garden tool.,0,raft,water vehicle,is a garden tool,76015
a kite is a garden tool.,0,kite,toy,is a garden tool,76016
a dice is a garden tool.,0,dice,toy,is a garden tool,76017
a chopping board is a garden tool.,0,chopping_board,kitchenware,is a garden tool,76018
a tricycle is a garden tool.,0,tricycle,vehicle,is a garden tool,76019
a plate is a garden tool.,0,plate,kitchenware,is a garden tool,76020
a yoyo is a garden tool.,0,yoyo,toy,is a garden tool,76021
a box is a garden tool.,0,box,container,is a garden tool,76022
a balloon is a garden tool.,0,balloon,toy,is a garden tool,76023
a lamp is a garden tool.,0,lamp,furniture,is a garden tool,76024
earmuffs is a garden tool.,0,earmuffs,clothing,is a garden tool,76025
a chest of drawers is a garden tool.,0,chest_of_drawers,furniture,is a garden tool,76026
a sink is a garden tool.,0,sink,container,is a garden tool,76027
a doll is a garden tool.,0,doll,toy,is a garden tool,76028
a cup is a garden tool.,0,cup,container,is a garden tool,76029
an armor is a garden tool.,0,armor,clothing,is a garden tool,76030
a peeler is a garden tool.,0,peeler,kitchenware,is a garden tool,76031
a rattle is a garden tool.,0,rattle,toy,is a garden tool,76032
a unicycle is a garden tool.,0,unicycle,vehicle,is a garden tool,76033
a train is a garden tool.,0,train,vehicle,is a garden tool,76034
a wallet is a garden tool.,0,wallet,container,is a garden tool,76035
a strainer is a garden tool.,0,strainer,kitchenware,is a garden tool,76036
a spoon is a garden tool.,0,spoon,kitchenware,is a garden tool,76037
a catapult is a garden tool.,0,catapult,weapon,is a garden tool,76038
a basket is a garden tool.,0,basket,container,is a garden tool,76039
a bag is a garden tool.,0,bag,container,is a garden tool,76040
a chandelier is a garden tool.,0,chandelier,furniture,is a garden tool,76041
a bin is a garden tool.,0,bin,container,is a garden tool,76042
a puppet is a garden tool.,0,puppet,toy,is a garden tool,76043
a skateboard is a garden tool.,0,skateboard,toy,is a garden tool,76044
a pigeon is found in urban areas.,1,pigeon,bird,is found in urban areas,76057
a turkey is found in urban areas.,0,turkey,bird,is found in urban areas,76058
a chicken is found in urban areas.,0,chicken,bird,is found in urban areas,76059
a dove is found in urban areas.,0,dove,bird,is found in urban areas,76060
a fox eats rabbits.,1,fox,animal,eats rabbits,76061
a dog eats rabbits.,0,dog,animal,eats rabbits,76062
a hyena eats rabbits.,0,hyena,animal,eats rabbits,76063
a wolf eats rabbits.,0,wolf,animal,eats rabbits,76064
a fox can scavenge in bins.,1,fox,animal,can scavenge in bins,76069
a raccoon can scavenge in bins.,1,raccoon,animal,can scavenge in bins,76070
a dog can scavenge in bins.,0,dog,animal,can scavenge in bins,76071
a cat can scavenge in bins.,0,cat,animal,can scavenge in bins,76072
a skunk can scavenge in bins.,0,skunk,animal,can scavenge in bins,76073
a wolf can scavenge in bins.,0,wolf,animal,can scavenge in bins,76074
